,PassengerId,Name,Title,Sex,Age,AgeCategory,FamilyMembers,Pclass,Ticket,Fare,Embarked,C,Q,S,Survived
625,626,"Sutton, Mr. Frederick",Mr,1,61.0,Elderly,0,1,36963,32.3208,S,0.0,0.0,1.0,0
626,627,"Kirkland, Rev. Charles Leonard",Officer,1,57.0,Adult,0,2,219533,12.35,Q,0.0,1.0,0.0,0
627,628,"Longley, Miss. Gretchen Fiske",Miss,0,21.0,Teenager,0,1,13502,77.9583,S,0.0,0.0,1.0,1
628,629,"Bostandyeff, Mr. Guentcho",Mr,1,26.0,Youngadult,0,3,349224,7.8958,S,0.0,0.0,1.0,0
629,630,"O'Connell, Mr. Patrick D",Mr,1,28.0,Youngadult,0,3,334912,7.7333,Q,0.0,1.0,0.0,0
630,631,"Barkworth, Mr. Algernon Henry Wilson",Mr,1,80.0,Elderly,0,1,27042,30.0,S,0.0,0.0,1.0,1
631,632,"Lundahl, Mr. Johan Svensson",Mr,1,51.0,Adult,0,3,347743,7.0542,S,0.0,0.0,1.0,0
632,633,"Stahelin-Maeglin, Dr. Max",Officer,1,32.0,Youngadult,0,1,13214,30.5,C,1.0,0.0,0.0,1
633,634,"Parr, Mr. William Henry Marsh",Mr,1,28.0,Youngadult,0,1,112052,0.0,S,0.0,0.0,1.0,0
634,635,"Skoog, Miss. Mabel",Miss,0,9.0,Child,5,3,347088,27.9,S,0.0,0.0,1.0,0
635,636,"Davis, Miss. Mary",Miss,0,28.0,Youngadult,0,2,237668,13.0,S,0.0,0.0,1.0,1
636,637,"Leinonen, Mr. Antti Gustaf",Mr,1,32.0,Youngadult,0,3,STON/O 2. 3101292,7.925,S,0.0,0.0,1.0,0
637,638,"Collyer, Mr. Harvey",Mr,1,31.0,Youngadult,2,2,C.A. 31921,26.25,S,0.0,0.0,1.0,0
638,639,"Panula, Mrs. Juha (Maria Emilia Ojala)",Mrs,0,41.0,Adult,5,3,3101295,39.6875,S,0.0,0.0,1.0,0
639,640,"Thorneycroft, Mr. Percival",Mr,1,28.0,Youngadult,1,3,376564,16.1,S,0.0,0.0,1.0,0
640,641,"Jensen, Mr. Hans Peder",Mr,1,20.0,Teenager,0,3,350050,7.8542,S,0.0,0.0,1.0,0
641,642,"Sagesser, Mlle. Emma",Miss,0,24.0,Teenager,0,1,PC 17477,69.3,C,1.0,0.0,0.0,1
642,643,"Skoog, Miss. Margit Elizabeth",Miss,0,2.0,Child,5,3,347088,27.9,S,0.0,0.0,1.0,0
643,644,"Foo, Mr. Choong",Mr,1,28.0,Youngadult,0,3,1601,56.4958,S,0.0,0.0,1.0,1
644,645,"Baclini, Miss. Eugenie",Miss,0,0.75,Child,3,3,2666,19.2583,C,1.0,0.0,0.0,1
645,646,"Harper, Mr. Henry Sleeper",Mr,1,48.0,Adult,1,1,PC 17572,76.7292,C,1.0,0.0,0.0,1
646,647,"Cor, Mr. Liudevit",Mr,1,19.0,Teenager,0,3,349231,7.8958,S,0.0,0.0,1.0,0
647,648,"Simonius-Blumer, Col. Oberst Alfons",Officer,1,56.0,Adult,0,1,13213,35.5,C,1.0,0.0,0.0,1
648,649,"Willey, Mr. Edward",Mr,1,28.0,Youngadult,0,3,S.O./P.P. 751,7.55,S,0.0,0.0,1.0,0
649,650,"Stanley, Miss. Amy Zillah Elsie",Miss,0,23.0,Teenager,0,3,CA. 2314,7.55,S,0.0,0.0,1.0,1
650,651,"Mitkoff, Mr. Mito",Mr,1,28.0,Youngadult,0,3,349221,7.8958,S,0.0,0.0,1.0,0
651,652,"Doling, Miss. Elsie",Miss,0,18.0,Teenager,1,2,231919,23.0,S,0.0,0.0,1.0,1
652,653,"Kalvik, Mr. Johannes Halvorsen",Mr,1,21.0,Teenager,0,3,8475,8.4333,S,0.0,0.0,1.0,0
653,654,"O'Leary, Miss. Hanora ""Norah""",Miss,0,28.0,Youngadult,0,3,330919,7.8292,Q,0.0,1.0,0.0,1
654,655,"Hegarty, Miss. Hanora ""Nora""",Miss,0,18.0,Teenager,0,3,365226,6.75,Q,0.0,1.0,0.0,0
655,656,"Hickman, Mr. Leonard Mark",Mr,1,24.0,Teenager,2,2,S.O.C. 14879,73.5,S,0.0,0.0,1.0,0
656,657,"Radeff, Mr. Alexander",Mr,1,28.0,Youngadult,0,3,349223,7.8958,S,0.0,0.0,1.0,0
657,658,"Bourke, Mrs. John (Catherine)",Mrs,0,32.0,Youngadult,2,3,364849,15.5,Q,0.0,1.0,0.0,0
658,659,"Eitemiller, Mr. George Floyd",Mr,1,23.0,Teenager,0,2,29751,13.0,S,0.0,0.0,1.0,0
659,660,"Newell, Mr. Arthur Webster",Mr,1,58.0,Adult,2,1,35273,113.275,C,1.0,0.0,0.0,0
660,661,"Frauenthal, Dr. Henry William",Officer,1,50.0,Adult,2,1,PC 17611,133.65,S,0.0,0.0,1.0,1
661,662,"Badt, Mr. Mohamed",Mr,1,40.0,Adult,0,3,2623,7.225,C,1.0,0.0,0.0,0
662,663,"Colley, Mr. Edward Pomeroy",Mr,1,47.0,Adult,0,1,5727,25.5875,S,0.0,0.0,1.0,0
663,664,"Coleff, Mr. Peju",Mr,1,36.0,Adult,0,3,349210,7.4958,S,0.0,0.0,1.0,0
664,665,"Lindqvist, Mr. Eino William",Mr,1,20.0,Teenager,1,3,STON/O 2. 3101285,7.925,S,0.0,0.0,1.0,1
665,666,"Hickman, Mr. Lewis",Mr,1,32.0,Youngadult,2,2,S.O.C. 14879,73.5,S,0.0,0.0,1.0,0
666,667,"Butler, Mr. Reginald Fenton",Mr,1,25.0,Teenager,0,2,234686,13.0,S,0.0,0.0,1.0,0
667,668,"Rommetvedt, Mr. Knud Paust",Mr,1,28.0,Youngadult,0,3,312993,7.775,S,0.0,0.0,1.0,0
668,669,"Cook, Mr. Jacob",Mr,1,43.0,Adult,0,3,A/5 3536,8.05,S,0.0,0.0,1.0,0
669,670,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",Mrs,0,28.0,Youngadult,1,1,19996,52.0,S,0.0,0.0,1.0,1
670,671,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",Mrs,0,40.0,Adult,2,2,29750,39.0,S,0.0,0.0,1.0,1
671,672,"Davidson, Mr. Thornton",Mr,1,31.0,Youngadult,1,1,F.C. 12750,52.0,S,0.0,0.0,1.0,0
672,673,"Mitchell, Mr. Henry Michael",Mr,1,70.0,Elderly,0,2,C.A. 24580,10.5,S,0.0,0.0,1.0,0
673,674,"Wilhelms, Mr. Charles",Mr,1,31.0,Youngadult,0,2,244270,13.0,S,0.0,0.0,1.0,1
674,675,"Watson, Mr. Ennis Hastings",Mr,1,28.0,Youngadult,0,2,239856,0.0,S,0.0,0.0,1.0,0
675,676,"Edvardsson, Mr. Gustaf Hjalmar",Mr,1,18.0,Teenager,0,3,349912,7.775,S,0.0,0.0,1.0,0
676,677,"Sawyer, Mr. Frederick Charles",Mr,1,24.5,Teenager,0,3,342826,8.05,S,0.0,0.0,1.0,0
677,678,"Turja, Miss. Anna Sofia",Miss,0,18.0,Teenager,0,3,4138,9.8417,S,0.0,0.0,1.0,1
678,679,"Goodwin, Mrs. Frederick (Augusta Tyler)",Mrs,0,43.0,Adult,7,3,CA 2144,46.9,S,0.0,0.0,1.0,0
680,681,"Peters, Miss. Katie",Miss,0,28.0,Youngadult,0,3,330935,8.1375,Q,0.0,1.0,0.0,0
681,682,"Hassab, Mr. Hammad",Mr,1,27.0,Youngadult,0,1,PC 17572,76.7292,C,1.0,0.0,0.0,1
682,683,"Olsvigen, Mr. Thor Anderson",Mr,1,20.0,Teenager,0,3,6563,9.225,S,0.0,0.0,1.0,0
683,684,"Goodwin, Mr. Charles Edward",Mr,1,14.0,Teenager,7,3,CA 2144,46.9,S,0.0,0.0,1.0,0
684,685,"Brown, Mr. Thomas William Solomon",Mr,1,60.0,Adult,2,2,29750,39.0,S,0.0,0.0,1.0,0
685,686,"Laroche, Mr. Joseph Philippe Lemercier",Mr,1,25.0,Teenager,3,2,SC/Paris 2123,41.5792,C,1.0,0.0,0.0,0
686,687,"Panula, Mr. Jaako Arnold",Mr,1,14.0,Teenager,5,3,3101295,39.6875,S,0.0,0.0,1.0,0
687,688,"Dakic, Mr. Branko",Mr,1,19.0,Teenager,0,3,349228,10.1708,S,0.0,0.0,1.0,0
688,689,"Fischer, Mr. Eberhard Thelander",Mr,1,18.0,Teenager,0,3,350036,7.7958,S,0.0,0.0,1.0,0
689,690,"Madill, Miss. Georgette Alexandra",Miss,0,15.0,Teenager,1,1,24160,211.3375,S,0.0,0.0,1.0,1
690,691,"Dick, Mr. Albert Adrian",Mr,1,31.0,Youngadult,1,1,17474,57.0,S,0.0,0.0,1.0,1
691,692,"Karun, Miss. Manca",Miss,0,4.0,Child,1,3,349256,13.4167,C,1.0,0.0,0.0,1
692,693,"Lam, Mr. Ali",Mr,1,28.0,Youngadult,0,3,1601,56.4958,S,0.0,0.0,1.0,1
693,694,"Saad, Mr. Khalil",Mr,1,25.0,Teenager,0,3,2672,7.225,C,1.0,0.0,0.0,0
694,695,"Weir, Col. John",Officer,1,60.0,Adult,0,1,113800,26.55,S,0.0,0.0,1.0,0
695,696,"Chapman, Mr. Charles Henry",Mr,1,52.0,Adult,0,2,248731,13.5,S,0.0,0.0,1.0,0
696,697,"Kelly, Mr. James",Mr,1,44.0,Adult,0,3,363592,8.05,S,0.0,0.0,1.0,0
697,698,"Mullens, Miss. Katherine ""Katie""",Miss,0,28.0,Youngadult,0,3,35852,7.7333,Q,0.0,1.0,0.0,1
698,699,"Thayer, Mr. John Borland",Mr,1,49.0,Adult,2,1,17421,110.8833,C,1.0,0.0,0.0,0
699,700,"Humblen, Mr. Adolf Mathias Nicolai Olsen",Mr,1,42.0,Adult,0,3,348121,7.65,S,0.0,0.0,1.0,0
700,701,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",Mrs,0,18.0,Teenager,1,1,PC 17757,227.525,C,1.0,0.0,0.0,1
701,702,"Silverthorne, Mr. Spencer Victor",Mr,1,35.0,Youngadult,0,1,PC 17475,26.2875,S,0.0,0.0,1.0,1
702,703,"Barbara, Miss. Saiide",Miss,0,18.0,Teenager,1,3,2691,14.4542,C,1.0,0.0,0.0,0
703,704,"Gallagher, Mr. Martin",Mr,1,25.0,Teenager,0,3,36864,7.7417,Q,0.0,1.0,0.0,0
704,705,"Hansen, Mr. Henrik Juul",Mr,1,26.0,Youngadult,1,3,350025,7.8542,S,0.0,0.0,1.0,0
705,706,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",Mr,1,39.0,Adult,0,2,250655,26.0,S,0.0,0.0,1.0,0
706,707,"Kelly, Mrs. Florence ""Fannie""",Mrs,0,45.0,Adult,0,2,223596,13.5,S,0.0,0.0,1.0,1
707,708,"Calderhead, Mr. Edward Pennington",Mr,1,42.0,Adult,0,1,PC 17476,26.2875,S,0.0,0.0,1.0,1
708,709,"Cleaver, Miss. Alice",Miss,0,22.0,Teenager,0,1,113781,151.55,S,0.0,0.0,1.0,1
709,710,"Moubarek, Master. Halim Gonios (""William George"")",Master,1,28.0,Youngadult,2,3,2661,15.2458,C,1.0,0.0,0.0,1
710,711,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",Miss,0,24.0,Teenager,0,1,PC 17482,49.5042,C,1.0,0.0,0.0,1
711,712,"Klaber, Mr. Herman",Mr,1,28.0,Youngadult,0,1,113028,26.55,S,0.0,0.0,1.0,0
712,713,"Taylor, Mr. Elmer Zebley",Mr,1,48.0,Adult,1,1,19996,52.0,S,0.0,0.0,1.0,1
713,714,"Larsson, Mr. August Viktor",Mr,1,29.0,Youngadult,0,3,7545,9.4833,S,0.0,0.0,1.0,0
714,715,"Greenberg, Mr. Samuel",Mr,1,52.0,Adult,0,2,250647,13.0,S,0.0,0.0,1.0,0
715,716,"Soholt, Mr. Peter Andreas Lauritz Andersen",Mr,1,19.0,Teenager,0,3,348124,7.65,S,0.0,0.0,1.0,0
716,717,"Endres, Miss. Caroline Louise",Miss,0,38.0,Adult,0,1,PC 17757,227.525,C,1.0,0.0,0.0,1
717,718,"Troutt, Miss. Edwina Celia ""Winnie""",Miss,0,27.0,Youngadult,0,2,34218,10.5,S,0.0,0.0,1.0,1
718,719,"McEvoy, Mr. Michael",Mr,1,28.0,Youngadult,0,3,36568,15.5,Q,0.0,1.0,0.0,0
719,720,"Johnson, Mr. Malkolm Joackim",Mr,1,33.0,Youngadult,0,3,347062,7.775,S,0.0,0.0,1.0,0
720,721,"Harper, Miss. Annie Jessie ""Nina""",Miss,0,6.0,Child,1,2,248727,33.0,S,0.0,0.0,1.0,1
721,722,"Jensen, Mr. Svend Lauritz",Mr,1,17.0,Teenager,1,3,350048,7.0542,S,0.0,0.0,1.0,0
722,723,"Gillespie, Mr. William Henry",Mr,1,34.0,Youngadult,0,2,12233,13.0,S,0.0,0.0,1.0,0
723,724,"Hodges, Mr. Henry Price",Mr,1,50.0,Adult,0,2,250643,13.0,S,0.0,0.0,1.0,0
724,725,"Chambers, Mr. Norman Campbell",Mr,1,27.0,Youngadult,1,1,113806,53.1,S,0.0,0.0,1.0,1
725,726,"Oreskovic, Mr. Luka",Mr,1,20.0,Teenager,0,3,315094,8.6625,S,0.0,0.0,1.0,0
726,727,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",Mrs,0,30.0,Youngadult,3,2,31027,21.0,S,0.0,0.0,1.0,1
727,728,"Mannion, Miss. Margareth",Miss,0,28.0,Youngadult,0,3,36866,7.7375,Q,0.0,1.0,0.0,1
728,729,"Bryhl, Mr. Kurt Arnold Gottfrid",Mr,1,25.0,Teenager,1,2,236853,26.0,S,0.0,0.0,1.0,0
729,730,"Ilmakangas, Miss. Pieta Sofia",Miss,0,25.0,Teenager,1,3,STON/O2. 3101271,7.925,S,0.0,0.0,1.0,0
730,731,"Allen, Miss. Elisabeth Walton",Miss,0,29.0,Youngadult,0,1,24160,211.3375,S,0.0,0.0,1.0,1
731,732,"Hassan, Mr. Houssein G N",Mr,1,11.0,Child,0,3,2699,18.7875,C,1.0,0.0,0.0,0
732,733,"Knight, Mr. Robert J",Mr,1,28.0,Youngadult,0,2,239855,0.0,S,0.0,0.0,1.0,0
733,734,"Berriman, Mr. William John",Mr,1,23.0,Teenager,0,2,28425,13.0,S,0.0,0.0,1.0,0
734,735,"Troupiansky, Mr. Moses Aaron",Mr,1,23.0,Teenager,0,2,233639,13.0,S,0.0,0.0,1.0,0
735,736,"Williams, Mr. Leslie",Mr,1,28.5,Youngadult,0,3,54636,16.1,S,0.0,0.0,1.0,0
736,737,"Ford, Mrs. Edward (Margaret Ann Watson)",Mrs,0,48.0,Adult,4,3,W./C. 6608,34.375,S,0.0,0.0,1.0,0
738,739,"Ivanoff, Mr. Kanio",Mr,1,28.0,Youngadult,0,3,349201,7.8958,S,0.0,0.0,1.0,0
739,740,"Nankoff, Mr. Minko",Mr,1,28.0,Youngadult,0,3,349218,7.8958,S,0.0,0.0,1.0,0
740,741,"Hawksford, Mr. Walter James",Mr,1,28.0,Youngadult,0,1,16988,30.0,S,0.0,0.0,1.0,1
741,742,"Cavendish, Mr. Tyrell William",Mr,1,36.0,Adult,1,1,19877,78.85,S,0.0,0.0,1.0,0
742,743,"Ryerson, Miss. Susan Parker ""Suzette""",Miss,0,21.0,Teenager,4,1,PC 17608,262.375,C,1.0,0.0,0.0,1
743,744,"McNamee, Mr. Neal",Mr,1,24.0,Teenager,1,3,376566,16.1,S,0.0,0.0,1.0,0
744,745,"Stranden, Mr. Juho",Mr,1,31.0,Youngadult,0,3,STON/O 2. 3101288,7.925,S,0.0,0.0,1.0,1
745,746,"Crosby, Capt. Edward Gifford",Officer,1,70.0,Elderly,2,1,WE/P 5735,71.0,S,0.0,0.0,1.0,0
746,747,"Abbott, Mr. Rossmore Edward",Mr,1,16.0,Teenager,2,3,C.A. 2673,20.25,S,0.0,0.0,1.0,0
747,748,"Sinkkonen, Miss. Anna",Miss,0,30.0,Youngadult,0,2,250648,13.0,S,0.0,0.0,1.0,1
748,749,"Marvin, Mr. Daniel Warner",Mr,1,19.0,Teenager,1,1,113773,53.1,S,0.0,0.0,1.0,0
749,750,"Connaghton, Mr. Michael",Mr,1,31.0,Youngadult,0,3,335097,7.75,Q,0.0,1.0,0.0,0
750,751,"Wells, Miss. Joan",Miss,0,4.0,Child,2,2,29103,23.0,S,0.0,0.0,1.0,1
751,752,"Moor, Master. Meier",Master,1,6.0,Child,1,3,392096,12.475,S,0.0,0.0,1.0,1
752,753,"Vande Velde, Mr. Johannes Joseph",Mr,1,33.0,Youngadult,0,3,345780,9.5,S,0.0,0.0,1.0,0
753,754,"Jonkoff, Mr. Lalio",Mr,1,23.0,Teenager,0,3,349204,7.8958,S,0.0,0.0,1.0,0
754,755,"Herman, Mrs. Samuel (Jane Laver)",Mrs,0,48.0,Adult,3,2,220845,65.0,S,0.0,0.0,1.0,1
755,756,"Hamalainen, Master. Viljo",Master,1,0.67,Child,2,2,250649,14.5,S,0.0,0.0,1.0,1
756,757,"Carlsson, Mr. August Sigfrid",Mr,1,28.0,Youngadult,0,3,350042,7.7958,S,0.0,0.0,1.0,0
757,758,"Bailey, Mr. Percy Andrew",Mr,1,18.0,Teenager,0,2,29108,11.5,S,0.0,0.0,1.0,0
758,759,"Theobald, Mr. Thomas Leonard",Mr,1,34.0,Youngadult,0,3,363294,8.05,S,0.0,0.0,1.0,0
759,760,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",Royalty,0,33.0,Youngadult,0,1,110152,86.5,S,0.0,0.0,1.0,1
760,761,"Garfirth, Mr. John",Mr,1,28.0,Youngadult,0,3,358585,14.5,S,0.0,0.0,1.0,0
761,762,"Nirva, Mr. Iisakki Antino Aijo",Mr,1,41.0,Adult,0,3,SOTON/O2 3101272,7.125,S,0.0,0.0,1.0,0
762,763,"Barah, Mr. Hanna Assi",Mr,1,20.0,Teenager,0,3,2663,7.2292,C,1.0,0.0,0.0,1
763,764,"Carter, Mrs. William Ernest (Lucile Polk)",Mrs,0,36.0,Adult,3,1,113760,120.0,S,0.0,0.0,1.0,1
764,765,"Eklund, Mr. Hans Linus",Mr,1,16.0,Teenager,0,3,347074,7.775,S,0.0,0.0,1.0,0
765,766,"Hogeboom, Mrs. John C (Anna Andrews)",Mrs,0,51.0,Adult,1,1,13502,77.9583,S,0.0,0.0,1.0,1
766,767,"Brewe, Dr. Arthur Jackson",Officer,1,28.0,Youngadult,0,1,112379,39.6,C,1.0,0.0,0.0,0
767,768,"Mangan, Miss. Mary",Miss,0,30.5,Youngadult,0,3,364850,7.75,Q,0.0,1.0,0.0,0
768,769,"Moran, Mr. Daniel J",Mr,1,28.0,Youngadult,1,3,371110,24.15,Q,0.0,1.0,0.0,0
769,770,"Gronnestad, Mr. Daniel Danielsen",Mr,1,32.0,Youngadult,0,3,8471,8.3625,S,0.0,0.0,1.0,0
770,771,"Lievens, Mr. Rene Aime",Mr,1,24.0,Teenager,0,3,345781,9.5,S,0.0,0.0,1.0,0
771,772,"Jensen, Mr. Niels Peder",Mr,1,48.0,Adult,0,3,350047,7.8542,S,0.0,0.0,1.0,0
772,773,"Mack, Mrs. (Mary)",Mrs,0,57.0,Adult,0,2,S.O./P.P. 3,10.5,S,0.0,0.0,1.0,0
773,774,"Elias, Mr. Dibo",Mr,1,28.0,Youngadult,0,3,2674,7.225,C,1.0,0.0,0.0,0
774,775,"Hocking, Mrs. Elizabeth (Eliza Needs)",Mrs,0,54.0,Adult,4,2,29105,23.0,S,0.0,0.0,1.0,1
775,776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",Mr,1,18.0,Teenager,0,3,347078,7.75,S,0.0,0.0,1.0,0
776,777,"Tobin, Mr. Roger",Mr,1,28.0,Youngadult,0,3,383121,7.75,Q,0.0,1.0,0.0,0
777,778,"Emanuel, Miss. Virginia Ethel",Miss,0,5.0,Child,0,3,364516,12.475,S,0.0,0.0,1.0,1
778,779,"Kilgannon, Mr. Thomas J",Mr,1,28.0,Youngadult,0,3,36865,7.7375,Q,0.0,1.0,0.0,0
779,780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",Mrs,0,43.0,Adult,1,1,24160,211.3375,S,0.0,0.0,1.0,1
780,781,"Ayoub, Miss. Banoura",Miss,0,13.0,Teenager,0,3,2687,7.2292,C,1.0,0.0,0.0,1
781,782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",Mrs,0,17.0,Teenager,1,1,17474,57.0,S,0.0,0.0,1.0,1
782,783,"Long, Mr. Milton Clyde",Mr,1,29.0,Youngadult,0,1,113501,30.0,S,0.0,0.0,1.0,0
783,784,"Johnston, Mr. Andrew G",Mr,1,28.0,Youngadult,3,3,W./C. 6607,23.45,S,0.0,0.0,1.0,0
784,785,"Ali, Mr. William",Mr,1,25.0,Teenager,0,3,SOTON/O.Q. 3101312,7.05,S,0.0,0.0,1.0,0
785,786,"Harmer, Mr. Abraham (David Lishin)",Mr,1,25.0,Teenager,0,3,374887,7.25,S,0.0,0.0,1.0,0
786,787,"Sjoblom, Miss. Anna Sofia",Miss,0,18.0,Teenager,0,3,3101265,7.4958,S,0.0,0.0,1.0,1
787,788,"Rice, Master. George Hugh",Master,1,8.0,Child,5,3,382652,29.125,Q,0.0,1.0,0.0,0
788,789,"Dean, Master. Bertram Vere",Master,1,1.0,Child,3,3,C.A. 2315,20.575,S,0.0,0.0,1.0,1
789,790,"Guggenheim, Mr. Benjamin",Mr,1,46.0,Adult,0,1,PC 17593,79.2,C,1.0,0.0,0.0,0
790,791,"Keane, Mr. Andrew ""Andy""",Mr,1,28.0,Youngadult,0,3,12460,7.75,Q,0.0,1.0,0.0,0
791,792,"Gaskell, Mr. Alfred",Mr,1,16.0,Teenager,0,2,239865,26.0,S,0.0,0.0,1.0,0
792,793,"Sage, Miss. Stella Anna",Miss,0,28.0,Youngadult,10,3,CA. 2343,69.55,S,0.0,0.0,1.0,0
793,794,"Hoyt, Mr. William Fisher",Mr,1,28.0,Youngadult,0,1,PC 17600,30.6958,C,1.0,0.0,0.0,0
794,795,"Dantcheff, Mr. Ristiu",Mr,1,25.0,Teenager,0,3,349203,7.8958,S,0.0,0.0,1.0,0
795,796,"Otter, Mr. Richard",Mr,1,39.0,Adult,0,2,28213,13.0,S,0.0,0.0,1.0,0
796,797,"Leader, Dr. Alice (Farnham)",Officer,0,49.0,Adult,0,1,17465,25.9292,S,0.0,0.0,1.0,1
797,798,"Osman, Mrs. Mara",Mrs,0,31.0,Youngadult,0,3,349244,8.6833,S,0.0,0.0,1.0,1
798,799,"Ibrahim Shawah, Mr. Yousseff",Mr,1,30.0,Youngadult,0,3,2685,7.2292,C,1.0,0.0,0.0,0
799,800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",Mrs,0,30.0,Youngadult,2,3,345773,24.15,S,0.0,0.0,1.0,0
800,801,"Ponesell, Mr. Martin",Mr,1,34.0,Youngadult,0,2,250647,13.0,S,0.0,0.0,1.0,0
801,802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",Mrs,0,31.0,Youngadult,2,2,C.A. 31921,26.25,S,0.0,0.0,1.0,1
802,803,"Carter, Master. William Thornton II",Master,1,11.0,Child,3,1,113760,120.0,S,0.0,0.0,1.0,1
803,804,"Thomas, Master. Assad Alexander",Master,1,0.42,Child,1,3,2625,8.5167,C,1.0,0.0,0.0,1
804,805,"Hedman, Mr. Oskar Arvid",Mr,1,27.0,Youngadult,0,3,347089,6.975,S,0.0,0.0,1.0,1
805,806,"Johansson, Mr. Karl Johan",Mr,1,31.0,Youngadult,0,3,347063,7.775,S,0.0,0.0,1.0,0
806,807,"Andrews, Mr. Thomas Jr",Mr,1,39.0,Adult,0,1,112050,0.0,S,0.0,0.0,1.0,0
807,808,"Pettersson, Miss. Ellen Natalia",Miss,0,18.0,Teenager,0,3,347087,7.775,S,0.0,0.0,1.0,0
808,809,"Meyer, Mr. August",Mr,1,39.0,Adult,0,2,248723,13.0,S,0.0,0.0,1.0,0
809,810,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",Mrs,0,33.0,Youngadult,1,1,113806,53.1,S,0.0,0.0,1.0,1
810,811,"Alexander, Mr. William",Mr,1,26.0,Youngadult,0,3,3474,7.8875,S,0.0,0.0,1.0,0
811,812,"Lester, Mr. James",Mr,1,39.0,Adult,0,3,A/4 48871,24.15,S,0.0,0.0,1.0,0
812,813,"Slemen, Mr. Richard James",Mr,1,35.0,Youngadult,0,2,28206,10.5,S,0.0,0.0,1.0,0
813,814,"Andersson, Miss. Ebba Iris Alfrida",Miss,0,6.0,Child,6,3,347082,31.275,S,0.0,0.0,1.0,0
814,815,"Tomlin, Mr. Ernest Portage",Mr,1,30.5,Youngadult,0,3,364499,8.05,S,0.0,0.0,1.0,0
815,816,"Fry, Mr. Richard",Mr,1,28.0,Youngadult,0,1,112058,0.0,S,0.0,0.0,1.0,0
816,817,"Heininen, Miss. Wendla Maria",Miss,0,23.0,Teenager,0,3,STON/O2. 3101290,7.925,S,0.0,0.0,1.0,0
817,818,"Mallet, Mr. Albert",Mr,1,31.0,Youngadult,2,2,S.C./PARIS 2079,37.0042,C,1.0,0.0,0.0,0
818,819,"Holm, Mr. John Fredrik Alexander",Mr,1,43.0,Adult,0,3,C 7075,6.45,S,0.0,0.0,1.0,0
819,820,"Skoog, Master. Karl Thorsten",Master,1,10.0,Child,5,3,347088,27.9,S,0.0,0.0,1.0,0
820,821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",Mrs,0,52.0,Adult,2,1,12749,93.5,S,0.0,0.0,1.0,1
821,822,"Lulic, Mr. Nikola",Mr,1,27.0,Youngadult,0,3,315098,8.6625,S,0.0,0.0,1.0,1
822,823,"Reuchlin, Jonkheer. John George",Officer,1,38.0,Adult,0,1,19972,0.0,S,0.0,0.0,1.0,0
823,824,"Moor, Mrs. (Beila)",Mrs,0,27.0,Youngadult,1,3,392096,12.475,S,0.0,0.0,1.0,1
824,825,"Panula, Master. Urho Abraham",Master,1,2.0,Child,5,3,3101295,39.6875,S,0.0,0.0,1.0,0
825,826,"Flynn, Mr. John",Mr,1,28.0,Youngadult,0,3,368323,6.95,Q,0.0,1.0,0.0,0
826,827,"Lam, Mr. Len",Mr,1,28.0,Youngadult,0,3,1601,56.4958,S,0.0,0.0,1.0,0
827,828,"Mallet, Master. Andre",Master,1,1.0,Child,2,2,S.C./PARIS 2079,37.0042,C,1.0,0.0,0.0,1
828,829,"McCormack, Mr. Thomas Joseph",Mr,1,28.0,Youngadult,0,3,367228,7.75,Q,0.0,1.0,0.0,1
829,830,"Stone, Mrs. George Nelson (Martha Evelyn)",Mrs,0,62.0,Elderly,0,1,113572,80.0,S,0.0,0.0,1.0,1
830,831,"Yasbeck, Mrs. Antoni (Selini Alexander)",Mrs,0,15.0,Teenager,1,3,2659,14.4542,C,1.0,0.0,0.0,1
831,832,"Richards, Master. George Sibley",Master,1,0.83,Child,2,2,29106,18.75,S,0.0,0.0,1.0,1
832,833,"Saad, Mr. Amin",Mr,1,28.0,Youngadult,0,3,2671,7.2292,C,1.0,0.0,0.0,0
833,834,"Augustsson, Mr. Albert",Mr,1,23.0,Teenager,0,3,347468,7.8542,S,0.0,0.0,1.0,0
834,835,"Allum, Mr. Owen George",Mr,1,18.0,Teenager,0,3,2223,8.3,S,0.0,0.0,1.0,0
835,836,"Compton, Miss. Sara Rebecca",Miss,0,39.0,Adult,2,1,PC 17756,83.1583,C,1.0,0.0,0.0,1
836,837,"Pasic, Mr. Jakob",Mr,1,21.0,Teenager,0,3,315097,8.6625,S,0.0,0.0,1.0,0
